phuong_phap,nhom,symbol,khung,doan,nguong,n_lenh,ev_r,win_pct,pf,sharpe,maxdd_r,ci_lo,ci_hi,song_sot,ghi_chu
smc_liq_sweep,SMC/ICT,eurchf,H4,IS,0.1,1257,-0.0918,40.73,0.847,-0.0797,128.29,-0.15674,-0.02757,False,nan
smc_liq_sweep,SMC/ICT,eurchf,H4,OOS,0.1,555,-0.06378,41.62,0.893,-0.0546,41.43,-0.15829,0.03371,False,nan
smc_liq_sweep,SMC/ICT,eurchf,H4,VALID,0.1,357,-0.041,42.3,0.931,-0.0346,34.73,-0.173,0.08388,False,nan
smc_premium_disc,SMC/ICT,eurchf,H4,IS,0.7,1393,-0.03717,42.14,0.936,-0.0318,104.82,-0.09987,0.02339,False,nan
smc_premium_disc,SMC/ICT,eurchf,H4,OOS,0.7,615,-0.01086,43.58,0.981,-0.0093,34.69,-0.10486,0.08307,False,nan
smc_premium_disc,SMC/ICT,eurchf,H4,VALID,0.7,359,-0.04384,41.78,0.925,-0.0374,34.48,-0.16048,0.07812,False,nan
elliott_zigzag,Elliott,eurchf,H4,IS,0.1,1282,-0.10591,38.92,0.827,-0.0916,136.56,-0.16635,-0.0463,False,nan
elliott_zigzag,Elliott,eurchf,H4,OOS,0.1,568,-0.11638,39.79,0.812,-0.1007,78.45,-0.21344,-0.02501,False,nan
elliott_zigzag,Elliott,eurchf,H4,VALID,0.1,331,-0.05032,41.99,0.915,-0.043,28.66,-0.17588,0.08222,False,nan
wyckoff_spring,Wyckoff,eurchf,H4,IS,0.1,397,-0.15696,37.78,0.75,-0.1385,71.97,-0.27081,-0.04032,False,nan
wyckoff_spring,Wyckoff,eurchf,H4,OOS,0.1,171,-0.05362,43.27,0.909,-0.0459,22.96,-0.23013,0.12525,False,nan
wyckoff_spring,Wyckoff,eurchf,H4,VALID,0.1,112,-0.18217,36.61,0.719,-0.1599,21.15,-0.38695,0.03382,False,nan
sd_zone,Supply/Demand,eurchf,H4,IS,0.1,1438,-0.08157,40.75,0.862,-0.0711,124.6,-0.14031,-0.02157,False,nan
sd_zone,Supply/Demand,eurchf,H4,OOS,0.1,627,0.00296,43.54,1.005,0.0025,28.0,-0.09256,0.09548,False,nan
sd_zone,Supply/Demand,eurchf,H4,VALID,0.1,372,-0.08496,40.59,0.86,-0.0732,47.34,-0.20098,0.0307,False,nan
ctrl_rsi_diverg,Đối chứng,eurchf,H4,IS,0.1,921,-0.00949,43.76,0.983,-0.0081,42.63,-0.08644,0.06419,False,nan
ctrl_rsi_diverg,Đối chứng,eurchf,H4,OOS,0.1,404,-0.01827,43.56,0.968,-0.0156,29.77,-0.13113,0.09445,False,nan
ctrl_rsi_diverg,Đối chứng,eurchf,H4,VALID,0.1,211,-0.01909,43.13,0.966,-0.0164,22.12,-0.16993,0.14467,False,nan
ctrl_channel_break,Đối chứng,eurchf,H4,IS,0.1,1063,-0.04989,41.77,0.916,-0.0424,57.74,-0.11825,0.01949,False,nan
ctrl_channel_break,Đối chứng,eurchf,H4,OOS,0.1,474,-0.18806,36.92,0.71,-0.1658,92.37,-0.28881,-0.08579,False,nan
ctrl_channel_break,Đối chứng,eurchf,H4,VALID,0.1,283,-0.10908,39.58,0.827,-0.0927,43.67,-0.24257,0.02701,False,nan
ctrl_meanrev_z,Đối chứng,eurchf,H4,IS,0.5,2127,-0.06347,41.47,0.892,-0.055,162.92,-0.1123,-0.0152,False,nan
ctrl_meanrev_z,Đối chứng,eurchf,H4,OOS,0.5,933,0.03441,45.23,1.062,0.0291,35.7,-0.04359,0.11303,False,nan
ctrl_meanrev_z,Đối chứng,eurchf,H4,VALID,0.5,563,-0.04412,42.27,0.925,-0.0378,35.75,-0.14117,0.04771,False,nan
pa_pinbar,PriceAction,eurgbp,M5,IS,0.1,112355,-0.56007,37.81,0.375,-0.4633,62928.15,-0.56689,-0.55335,False,nan
pa_pinbar,PriceAction,eurgbp,M5,OOS,0.1,48791,-0.60103,37.47,0.354,-0.4881,29330.73,-0.61198,-0.59017,False,nan
pa_pinbar,PriceAction,eurgbp,M5,VALID,0.1,29827,-0.8467,33.1,0.227,-0.665,25257.36,-0.86087,-0.83273,False,nan
pa_engulfing,PriceAction,eurgbp,M5,IS,0.1,58783,-0.5883,36.41,0.353,-0.4936,34583.55,-0.59772,-0.5786,False,nan
pa_engulfing,PriceAction,eurgbp,M5,OOS,0.1,27465,-0.64303,36.01,0.327,-0.5256,17662.02,-0.65797,-0.62824,False,nan
pa_engulfing,PriceAction,eurgbp,M5,VALID,0.1,19550,-0.87192,32.51,0.215,-0.6867,17047.27,-0.88977,-0.85421,False,nan
pa_inside_outside,PriceAction,eurgbp,M5,IS,0.1,27759,-0.53044,36.2,0.392,-0.4506,14725.43,-0.54386,-0.51659,False,nan
pa_inside_outside,PriceAction,eurgbp,M5,OOS,0.1,11567,-0.54674,36.56,0.388,-0.4558,6326.6,-0.56833,-0.52429,False,nan
pa_inside_outside,PriceAction,eurgbp,M5,VALID,0.1,11639,-0.86564,31.87,0.216,-0.693,10073.9,-0.88755,-0.84279,False,nan
pa_bos,PriceAction,eurgbp,M5,IS,0.1,91263,-0.65607,34.52,0.323,-0.5387,59876.18,-0.66415,-0.64829,False,nan
pa_bos,PriceAction,eurgbp,M5,OOS,0.1,41935,-0.68768,34.98,0.311,-0.5518,28840.11,-0.69944,-0.6762,False,nan
pa_bos,PriceAction,eurgbp,M5,VALID,0.1,24197,-0.91586,30.97,0.204,-0.7201,22165.33,-0.93192,-0.90048,False,nan
smc_fvg,SMC/ICT,eurgbp,M5,IS,0.1,86774,-0.6241,35.31,0.339,-0.5138,54157.09,-0.63223,-0.61604,False,nan
smc_fvg,SMC/ICT,eurgbp,M5,OOS,0.1,42519,-0.66318,35.5,0.323,-0.5346,28198.89,-0.67435,-0.65137,False,nan
smc_fvg,SMC/ICT,eurgbp,M5,VALID,0.1,24276,-0.8932,31.23,0.211,-0.7052,21686.38,-0.90854,-0.87728,False,nan
smc_order_block,SMC/ICT,eurgbp,M5,IS,0.1,29454,-0.56896,35.46,0.371,-0.4814,16757.91,-0.5823,-0.55553,False,nan
smc_order_block,SMC/ICT,eurgbp,M5,OOS,0.1,14525,-0.59852,36.03,0.358,-0.4969,8697.28,-0.61759,-0.57971,False,nan
smc_order_block,SMC/ICT,eurgbp,M5,VALID,0.1,10315,-0.88755,31.83,0.214,-0.6963,9156.31,-0.91332,-0.86257,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,M5,IS,0.1,30736,-0.41069,40.29,0.485,-0.3469,12622.13,-0.42329,-0.39785,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,M5,OOS,0.1,11893,-0.46121,38.73,0.449,-0.3858,5488.17,-0.48251,-0.43948,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,M5,VALID,0.1,13051,-0.77197,35.13,0.256,-0.6089,10073.69,-0.79312,-0.74926,False,nan
smc_premium_disc,SMC/ICT,eurgbp,M5,IS,0.7,71141,-0.45651,41.81,0.447,-0.3756,32478.39,-0.4654,-0.44755,False,nan
smc_premium_disc,SMC/ICT,eurgbp,M5,OOS,0.7,32659,-0.52282,41.14,0.405,-0.4179,17078.96,-0.53625,-0.5095,False,nan
smc_premium_disc,SMC/ICT,eurgbp,M5,VALID,0.7,18639,-0.70351,38.08,0.288,-0.5489,13111.48,-0.72148,-0.68409,False,nan
elliott_zigzag,Elliott,eurgbp,M5,IS,0.1,59603,-0.65022,34.19,0.322,-0.5416,38756.45,-0.65966,-0.64099,False,nan
elliott_zigzag,Elliott,eurgbp,M5,OOS,0.1,27613,-0.64913,35.75,0.327,-0.5275,17923.25,-0.66418,-0.63528,False,nan
elliott_zigzag,Elliott,eurgbp,M5,VALID,0.1,16196,-0.88353,31.66,0.211,-0.7,14310.86,-0.90286,-0.86516,False,nan
wyckoff_spring,Wyckoff,eurgbp,M5,IS,0.1,8032,-0.44453,40.15,0.459,-0.3734,3574.0,-0.47115,-0.41729,False,nan
wyckoff_spring,Wyckoff,eurgbp,M5,OOS,0.1,2770,-0.53096,37.69,0.397,-0.444,1469.11,-0.57628,-0.48772,False,nan
wyckoff_spring,Wyckoff,eurgbp,M5,VALID,0.1,3334,-0.86378,34.1,0.216,-0.6741,2878.55,-0.90626,-0.82154,False,nan
sd_zone,Supply/Demand,eurgbp,M5,IS,0.1,59277,-0.50572,39.25,0.409,-0.4193,29979.94,-0.51525,-0.49575,False,nan
sd_zone,Supply/Demand,eurgbp,M5,OOS,0.1,25829,-0.58073,38.27,0.366,-0.4684,15002.23,-0.59522,-0.56593,False,nan
sd_zone,Supply/Demand,eurgbp,M5,VALID,0.1,17388,-0.77368,35.24,0.254,-0.6108,13451.58,-0.7917,-0.75532,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,M5,IS,0.1,56694,-0.49308,41.71,0.418,-0.4015,27960.69,-0.50333,-0.48224,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,M5,OOS,0.1,24323,-0.55426,40.87,0.379,-0.4432,13486.86,-0.56941,-0.53924,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,M5,VALID,0.1,12348,-0.73069,37.04,0.274,-0.5704,9021.21,-0.75402,-0.70796,False,nan
ctrl_channel_break,Đối chứng,eurgbp,M5,IS,0.1,47791,-0.64619,34.14,0.331,-0.5317,30883.46,-0.65709,-0.63512,False,nan
ctrl_channel_break,Đối chứng,eurgbp,M5,OOS,0.1,22687,-0.67428,34.97,0.321,-0.5428,15296.15,-0.69008,-0.65918,False,nan
ctrl_channel_break,Đối chứng,eurgbp,M5,VALID,0.1,14302,-0.9308,30.65,0.201,-0.7335,13313.54,-0.95193,-0.91026,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,M5,IS,0.7,95655,-0.47743,41.64,0.432,-0.3896,45672.43,-0.48533,-0.47003,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,M5,OOS,0.7,42321,-0.53906,40.85,0.394,-0.4305,22820.36,-0.55114,-0.52674,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,M5,VALID,0.7,24689,-0.75477,36.62,0.264,-0.5858,18633.13,-0.77138,-0.73797,False,nan
pa_pinbar,PriceAction,eurgbp,M15,IS,0.2,36448,-0.31977,39.34,0.561,-0.2788,11657.62,-0.33101,-0.30827,False,nan
pa_pinbar,PriceAction,eurgbp,M15,OOS,0.2,16246,-0.32493,39.38,0.56,-0.2802,5286.68,-0.34311,-0.30778,False,nan
pa_pinbar,PriceAction,eurgbp,M15,VALID,0.2,9425,-0.46497,38.21,0.435,-0.3987,4388.09,-0.48819,-0.44163,False,nan
pa_engulfing,PriceAction,eurgbp,M15,IS,0.1,22043,-0.35954,37.51,0.515,-0.3187,7928.67,-0.37435,-0.34558,False,nan
pa_engulfing,PriceAction,eurgbp,M15,OOS,0.1,9838,-0.34343,38.76,0.536,-0.2998,3381.54,-0.36638,-0.32119,False,nan
pa_engulfing,PriceAction,eurgbp,M15,VALID,0.1,6482,-0.47983,37.55,0.416,-0.4171,3112.19,-0.50836,-0.45082,False,nan
pa_inside_outside,PriceAction,eurgbp,M15,IS,0.1,12583,-0.33091,37.59,0.545,-0.2927,4164.57,-0.35054,-0.31107,False,nan
pa_inside_outside,PriceAction,eurgbp,M15,OOS,0.1,5343,-0.34089,37.51,0.535,-0.3015,1823.82,-0.37024,-0.31105,False,nan
pa_inside_outside,PriceAction,eurgbp,M15,VALID,0.1,4362,-0.49154,36.89,0.41,-0.4249,2145.4,-0.52624,-0.45612,False,nan
pa_bos,PriceAction,eurgbp,M15,IS,0.1,30062,-0.35911,37.46,0.527,-0.3109,10797.86,-0.3721,-0.34623,False,nan
pa_bos,PriceAction,eurgbp,M15,OOS,0.1,13594,-0.33426,39.13,0.555,-0.286,4549.23,-0.35358,-0.31479,False,nan
pa_bos,PriceAction,eurgbp,M15,VALID,0.1,8021,-0.51673,36.27,0.398,-0.4439,4146.05,-0.5421,-0.49059,False,nan
smc_fvg,SMC/ICT,eurgbp,M15,IS,0.1,26711,-0.32128,38.59,0.56,-0.2797,8586.67,-0.33553,-0.30703,False,nan
smc_fvg,SMC/ICT,eurgbp,M15,OOS,0.1,12698,-0.33182,38.65,0.554,-0.2863,4218.32,-0.35227,-0.31119,False,nan
smc_fvg,SMC/ICT,eurgbp,M15,VALID,0.1,7467,-0.48328,37.06,0.418,-0.4177,3609.71,-0.50977,-0.45619,False,nan
smc_order_block,SMC/ICT,eurgbp,M15,IS,0.1,11429,-0.37504,36.81,0.513,-0.3258,4287.3,-0.39514,-0.35517,False,nan
smc_order_block,SMC/ICT,eurgbp,M15,OOS,0.1,5515,-0.36693,38.01,0.525,-0.3148,2026.02,-0.3978,-0.33646,False,nan
smc_order_block,SMC/ICT,eurgbp,M15,VALID,0.1,3527,-0.55555,35.3,0.375,-0.4759,1961.86,-0.59417,-0.51733,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,M15,IS,0.1,15635,-0.26623,40.79,0.618,-0.2318,4169.36,-0.2828,-0.24787,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,M15,OOS,0.1,6538,-0.2883,40.23,0.596,-0.2499,1892.07,-0.31556,-0.26077,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,M15,VALID,0.1,5068,-0.40633,39.96,0.484,-0.3463,2059.22,-0.44053,-0.37274,False,nan
smc_premium_disc,SMC/ICT,eurgbp,M15,IS,0.7,23394,-0.2363,42.46,0.654,-0.2044,5537.29,-0.25096,-0.2217,False,nan
smc_premium_disc,SMC/ICT,eurgbp,M15,OOS,0.7,10564,-0.28689,40.88,0.602,-0.2461,3034.9,-0.30995,-0.26402,False,nan
smc_premium_disc,SMC/ICT,eurgbp,M15,VALID,0.7,6257,-0.33906,42.56,0.55,-0.2855,2121.46,-0.36805,-0.30948,False,nan
elliott_zigzag,Elliott,eurgbp,M15,IS,0.1,18770,-0.35952,37.14,0.518,-0.317,6747.34,-0.37494,-0.34284,False,nan
elliott_zigzag,Elliott,eurgbp,M15,OOS,0.1,8477,-0.35016,38.29,0.53,-0.3062,2974.97,-0.37402,-0.32643,False,nan
elliott_zigzag,Elliott,eurgbp,M15,VALID,0.1,5167,-0.49636,36.46,0.405,-0.4315,2566.3,-0.52703,-0.46573,False,nan
wyckoff_spring,Wyckoff,eurgbp,M15,IS,0.1,5058,-0.25228,40.81,0.648,-0.2128,1280.79,-0.28457,-0.2193,False,nan
wyckoff_spring,Wyckoff,eurgbp,M15,OOS,0.1,2213,-0.27063,40.4,0.633,-0.2257,609.37,-0.32061,-0.21938,False,nan
wyckoff_spring,Wyckoff,eurgbp,M15,VALID,0.1,1687,-0.38615,40.96,0.519,-0.3202,652.7,-0.44051,-0.32883,False,nan
sd_zone,Supply/Demand,eurgbp,M15,IS,0.1,21566,-0.27142,40.86,0.61,-0.2375,5854.43,-0.2863,-0.2561,False,nan
sd_zone,Supply/Demand,eurgbp,M15,OOS,0.1,9223,-0.30605,39.82,0.578,-0.2651,2825.33,-0.32892,-0.28273,False,nan
sd_zone,Supply/Demand,eurgbp,M15,VALID,0.1,5924,-0.41041,39.47,0.48,-0.3508,2433.1,-0.44002,-0.38144,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,M15,IS,0.1,16537,-0.23294,43.25,0.655,-0.2023,3869.62,-0.24976,-0.21486,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,M15,OOS,0.1,7168,-0.25033,42.98,0.638,-0.2156,1797.08,-0.27536,-0.22477,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,M15,VALID,0.1,3744,-0.30189,43.51,0.579,-0.2581,1130.08,-0.3405,-0.26487,False,nan
ctrl_channel_break,Đối chứng,eurgbp,M15,IS,0.1,16970,-0.35635,37.37,0.535,-0.3058,6049.55,-0.37313,-0.33897,False,nan
ctrl_channel_break,Đối chứng,eurgbp,M15,OOS,0.1,7916,-0.35117,38.38,0.543,-0.2983,2781.59,-0.37669,-0.32386,False,nan
ctrl_channel_break,Đối chứng,eurgbp,M15,VALID,0.1,4854,-0.54456,35.15,0.382,-0.4673,2645.49,-0.57628,-0.51199,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,M15,IS,0.7,31732,-0.24569,42.57,0.645,-0.2114,7819.33,-0.25814,-0.23308,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,M15,OOS,0.7,13989,-0.27564,41.87,0.615,-0.2349,3861.57,-0.29435,-0.25603,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,M15,VALID,0.7,8248,-0.36371,42.07,0.526,-0.3064,2998.51,-0.39023,-0.33823,False,nan
pa_pinbar,PriceAction,eurgbp,H1,IS,0.7,2988,-0.15997,40.09,0.751,-0.1387,481.33,-0.20065,-0.11908,False,nan
pa_pinbar,PriceAction,eurgbp,H1,OOS,0.7,1478,-0.16801,39.24,0.741,-0.1457,248.6,-0.22635,-0.10597,False,nan
pa_pinbar,PriceAction,eurgbp,H1,VALID,0.7,698,-0.21953,38.97,0.677,-0.1903,158.85,-0.30241,-0.13479,False,nan
pa_engulfing,PriceAction,eurgbp,H1,IS,0.1,5558,-0.17807,39.17,0.726,-0.155,988.93,-0.20803,-0.14699,False,nan
pa_engulfing,PriceAction,eurgbp,H1,OOS,0.1,2403,-0.11057,41.53,0.823,-0.0945,274.73,-0.1558,-0.06378,False,nan
pa_engulfing,PriceAction,eurgbp,H1,VALID,0.1,1483,-0.25975,37.36,0.623,-0.2299,394.43,-0.31617,-0.20095,False,nan
pa_inside_outside,PriceAction,eurgbp,H1,IS,0.1,4187,-0.16405,39.93,0.75,-0.1404,698.5,-0.20066,-0.12756,False,nan
pa_inside_outside,PriceAction,eurgbp,H1,OOS,0.1,1805,-0.19158,38.17,0.714,-0.1645,349.91,-0.24461,-0.13829,False,nan
pa_inside_outside,PriceAction,eurgbp,H1,VALID,0.1,1235,-0.30398,36.19,0.582,-0.2662,374.38,-0.37063,-0.24162,False,nan
pa_bos,PriceAction,eurgbp,H1,IS,0.1,7732,-0.12504,41.41,0.802,-0.107,981.88,-0.1506,-0.09991,False,nan
pa_bos,PriceAction,eurgbp,H1,OOS,0.1,3489,-0.14454,40.5,0.778,-0.1225,514.0,-0.18419,-0.10411,False,nan
pa_bos,PriceAction,eurgbp,H1,VALID,0.1,2025,-0.2722,37.38,0.62,-0.2353,556.53,-0.32052,-0.22274,False,nan
smc_fvg,SMC/ICT,eurgbp,H1,IS,0.1,6657,-0.13619,40.99,0.784,-0.1179,925.41,-0.16433,-0.10803,False,nan
smc_fvg,SMC/ICT,eurgbp,H1,OOS,0.1,2981,-0.12574,40.69,0.802,-0.1074,389.79,-0.16675,-0.0839,False,nan
smc_fvg,SMC/ICT,eurgbp,H1,VALID,0.1,1718,-0.25096,37.83,0.637,-0.2198,437.85,-0.30429,-0.19426,False,nan
smc_order_block,SMC/ICT,eurgbp,H1,IS,0.1,3250,-0.12594,41.63,0.803,-0.1069,409.57,-0.167,-0.08785,False,nan
smc_order_block,SMC/ICT,eurgbp,H1,OOS,0.1,1533,-0.15322,40.57,0.768,-0.1297,246.73,-0.21012,-0.09375,False,nan
smc_order_block,SMC/ICT,eurgbp,H1,VALID,0.1,924,-0.2959,36.58,0.599,-0.2537,280.52,-0.36942,-0.21918,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,H1,IS,0.1,4779,-0.16421,39.46,0.745,-0.1425,784.5,-0.19937,-0.1318,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,H1,OOS,0.1,2049,-0.17182,39.48,0.739,-0.1475,352.41,-0.22387,-0.12239,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,H1,VALID,0.1,1279,-0.17567,41.05,0.733,-0.1508,237.83,-0.23789,-0.11321,False,nan
smc_premium_disc,SMC/ICT,eurgbp,H1,IS,0.5,7316,-0.15097,40.61,0.762,-0.1312,1105.72,-0.17603,-0.12402,False,nan
smc_premium_disc,SMC/ICT,eurgbp,H1,OOS,0.5,3186,-0.12327,41.49,0.804,-0.1057,393.04,-0.16334,-0.08285,False,nan
smc_premium_disc,SMC/ICT,eurgbp,H1,VALID,0.5,1827,-0.12548,43.13,0.802,-0.1069,251.92,-0.18048,-0.06997,False,nan
elliott_zigzag,Elliott,eurgbp,H1,IS,0.1,4522,-0.1415,40.8,0.777,-0.1222,644.95,-0.17477,-0.10738,False,nan
elliott_zigzag,Elliott,eurgbp,H1,OOS,0.1,1991,-0.1692,39.13,0.742,-0.1456,341.17,-0.21923,-0.11694,False,nan
elliott_zigzag,Elliott,eurgbp,H1,VALID,0.1,1211,-0.2816,36.66,0.601,-0.2484,348.52,-0.34881,-0.21911,False,nan
wyckoff_spring,Wyckoff,eurgbp,H1,IS,0.1,1375,-0.14015,40.36,0.78,-0.1204,195.99,-0.19977,-0.07913,False,nan
wyckoff_spring,Wyckoff,eurgbp,H1,OOS,0.1,579,-0.15716,40.07,0.762,-0.133,99.64,-0.25516,-0.05687,False,nan
wyckoff_spring,Wyckoff,eurgbp,H1,VALID,0.1,360,-0.12899,42.5,0.799,-0.1093,59.68,-0.2448,-0.0049,False,nan
sd_zone,Supply/Demand,eurgbp,H1,IS,0.1,5245,-0.16814,39.75,0.737,-0.1474,883.3,-0.19905,-0.13612,False,nan
sd_zone,Supply/Demand,eurgbp,H1,OOS,0.1,2148,-0.13737,40.46,0.783,-0.1187,297.94,-0.18323,-0.08937,False,nan
sd_zone,Supply/Demand,eurgbp,H1,VALID,0.1,1305,-0.16463,41.46,0.744,-0.1427,221.82,-0.22686,-0.10452,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,H1,IS,0.1,3664,-0.15435,40.56,0.758,-0.134,569.98,-0.19164,-0.11834,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,H1,OOS,0.1,1512,-0.08921,42.26,0.855,-0.076,136.02,-0.14944,-0.0292,False,nan
ctrl_rsi_diverg,Đối chứng,eurgbp,H1,VALID,0.1,818,-0.04694,45.72,0.921,-0.0397,57.46,-0.12393,0.0311,False,nan
ctrl_channel_break,Đối chứng,eurgbp,H1,IS,0.1,4552,-0.12008,41.61,0.81,-0.1026,554.46,-0.15401,-0.08609,False,nan
ctrl_channel_break,Đối chứng,eurgbp,H1,OOS,0.1,2021,-0.13039,40.92,0.799,-0.11,271.09,-0.18028,-0.07951,False,nan
ctrl_channel_break,Đối chứng,eurgbp,H1,VALID,0.1,1207,-0.31802,35.54,0.572,-0.2767,391.1,-0.38485,-0.25282,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,H1,IS,0.3,9130,-0.15511,40.39,0.757,-0.1346,1416.86,-0.17864,-0.13231,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,H1,OOS,0.3,4052,-0.12486,41.04,0.802,-0.1068,506.53,-0.1589,-0.08995,False,nan
ctrl_meanrev_z,Đối chứng,eurgbp,H1,VALID,0.3,2348,-0.12111,43.27,0.808,-0.1032,300.65,-0.16711,-0.07516,False,nan
pa_pinbar,PriceAction,eurgbp,H4,IS,0.7,626,-0.06182,41.05,0.898,-0.0523,65.64,-0.15876,0.03004,False,nan
pa_pinbar,PriceAction,eurgbp,H4,OOS,0.7,312,-0.0413,41.35,0.932,-0.0345,29.64,-0.17169,0.09425,False,nan
pa_pinbar,PriceAction,eurgbp,H4,VALID,0.7,167,-0.0669,43.11,0.886,-0.0578,18.54,-0.24093,0.10268,False,nan
pa_engulfing,PriceAction,eurgbp,H4,IS,0.1,1664,-0.08275,40.5,0.866,-0.07,164.78,-0.14024,-0.02492,False,nan
pa_engulfing,PriceAction,eurgbp,H4,OOS,0.1,712,-0.07604,40.17,0.876,-0.0644,61.54,-0.16711,0.00981,False,nan
pa_engulfing,PriceAction,eurgbp,H4,VALID,0.1,414,-0.07654,42.03,0.874,-0.0655,42.04,-0.18651,0.03671,False,nan
pa_inside_outside,PriceAction,eurgbp,H4,IS,0.1,1470,-0.04871,41.7,0.92,-0.0409,100.78,-0.10701,0.01648,False,nan
pa_inside_outside,PriceAction,eurgbp,H4,OOS,0.1,678,-0.06607,40.56,0.893,-0.0554,67.17,-0.15684,0.02301,False,nan
pa_inside_outside,PriceAction,eurgbp,H4,VALID,0.1,389,-0.12171,39.33,0.809,-0.1036,60.29,-0.23544,-0.00206,False,nan
pa_bos,PriceAction,eurgbp,H4,IS,0.1,1909,-0.03712,41.91,0.938,-0.0312,83.01,-0.08894,0.0157,False,nan
pa_bos,PriceAction,eurgbp,H4,OOS,0.1,827,-0.08087,40.51,0.868,-0.0686,90.98,-0.15656,-0.00214,False,nan
pa_bos,PriceAction,eurgbp,H4,VALID,0.1,472,-0.09983,40.68,0.837,-0.0859,52.98,-0.20571,0.00284,False,nan
smc_fvg,SMC/ICT,eurgbp,H4,IS,0.1,1884,-0.03641,41.88,0.939,-0.0308,78.65,-0.08771,0.01786,False,nan
smc_fvg,SMC/ICT,eurgbp,H4,OOS,0.1,844,-0.11458,38.74,0.817,-0.0982,109.8,-0.18803,-0.03849,False,nan
smc_fvg,SMC/ICT,eurgbp,H4,VALID,0.1,486,-0.15621,37.65,0.757,-0.1352,79.53,-0.26268,-0.05288,False,nan
smc_order_block,SMC/ICT,eurgbp,H4,IS,0.1,821,-0.04524,41.66,0.924,-0.0384,62.31,-0.12489,0.03484,False,nan
smc_order_block,SMC/ICT,eurgbp,H4,OOS,0.1,376,0.0019,43.88,1.003,0.0016,16.31,-0.12118,0.13096,False,nan
smc_order_block,SMC/ICT,eurgbp,H4,VALID,0.1,206,-0.20889,35.44,0.688,-0.1823,47.16,-0.36802,-0.04609,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,H4,IS,0.1,1338,-0.04773,41.93,0.921,-0.0402,103.17,-0.11062,0.01787,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,H4,OOS,0.1,549,-0.04238,42.26,0.929,-0.0357,49.5,-0.13746,0.0585,False,nan
smc_liq_sweep,SMC/ICT,eurgbp,H4,VALID,0.1,347,-0.04524,42.07,0.925,-0.0379,34.48,-0.16697,0.08457,False,nan
smc_premium_disc,SMC/ICT,eurgbp,H4,IS,0.7,1560,-0.05007,41.54,0.917,-0.0423,95.58,-0.10927,0.00543,False,nan
smc_premium_disc,SMC/ICT,eurgbp,H4,OOS,0.7,653,-0.03471,42.11,0.941,-0.0295,40.71,-0.12308,0.05657,False,nan
smc_premium_disc,SMC/ICT,eurgbp,H4,VALID,0.7,349,-0.08357,41.26,0.864,-0.071,35.32,-0.20956,0.03338,False,nan
elliott_zigzag,Elliott,eurgbp,H4,IS,0.1,1401,-0.13576,38.47,0.788,-0.1163,195.96,-0.19812,-0.07764,False,nan
elliott_zigzag,Elliott,eurgbp,H4,OOS,0.1,612,-0.11155,39.38,0.823,-0.0949,97.54,-0.20283,-0.01536,False,nan
elliott_zigzag,Elliott,eurgbp,H4,VALID,0.1,338,-0.08961,41.12,0.854,-0.0766,34.48,-0.21056,0.03675,False,nan
wyckoff_spring,Wyckoff,eurgbp,H4,IS,0.1,424,-0.05515,41.75,0.909,-0.0464,39.38,-0.16694,0.05948,False,nan
wyckoff_spring,Wyckoff,eurgbp,H4,OOS,0.1,151,0.17143,50.33,1.348,0.1443,7.78,-0.01638,0.35743,False,nan
wyckoff_spring,Wyckoff,eurgbp,H4,VALID,0.1,99,-0.06911,41.41,0.887,-0.0582,15.94,-0.30497,0.15908,False,nan
sd_zone,Supply/Demand,eurgbp,H4,IS,0.1,1568,-0.0749,41.01,0.877,-0.0636,127.49,-0.13016,-0.01714,False,nan
sd_zone,Supply/Demand,eurgbp,H4,OOS,0.1,610,-0.04531,41.64,0.925,-0.0381,57.3,-0.13924,0.04378,False,nan
